date,count_first_shot_general,count_second_shot_general,count_third_shot_general,count_fourth_shot_general,count_fifth_shot_general,count_sixth_shot_general,count_seventh_shot_general,count_first_shot_general_wo_deceased,count_second_shot_general_wo_deceased,count_third_shot_general_wo_deceased,count_fourth_shot_general_wo_deceased,count_fifth_shot_general_wo_deceased,count_sixth_shot_general_wo_deceased,count_seventh_shot_general_wo_deceased
2023-07-10,142,137,527,2333,22184,134003,0,142,137,527,2333,22184,134003,0
2023-07-11,222,175,730,2855,25363,151917,0,222,175,730,2855,25363,151917,0
2023-07-12,145,151,665,2647,23186,130102,0,145,151,665,2647,23186,130102,0
2023-07-13,123,162,547,2576,21688,113968,0,123,162,547,2576,21688,113968,0
2023-07-14,231,240,924,4084,34407,175282,0,231,240,924,4084,34407,175282,0
2023-07-15,208,258,788,2976,22844,119835,0,208,258,788,2976,22844,119835,0
2023-07-16,39,35,113,350,3387,22778,0,39,35,113,350,3387,22778,0
2023-07-17,8,4,45,164,977,6275,0,8,4,45,164,977,6275,0
2023-07-18,167,194,580,2328,20745,113979,0,167,194,580,2328,20745,113979,0
2023-07-19,172,181,596,2513,20452,105985,0,172,181,596,2513,20452,105985,0
2023-07-20,146,125,534,2356,18818,94697,0,146,125,534,2356,18818,94697,0
2023-07-21,198,331,914,3858,29509,143399,0,198,331,914,3858,29509,143399,0
2023-07-22,204,234,796,3148,20680,105212,0,204,234,796,3148,20680,105212,0
2023-07-23,23,52,152,631,3945,27835,0,23,52,152,631,3945,27835,0
2023-07-24,142,173,469,2224,17854,93012,0,142,173,469,2224,17854,93012,0
2023-07-25,177,208,679,2648,20333,97582,0,177,208,679,2648,20333,97582,0
2023-07-26,153,149,627,2440,17433,81755,0,153,149,627,2440,17433,81755,0
2023-07-27,154,147,510,2232,15100,70053,0,154,147,510,2232,15100,70053,0
2023-07-28,287,286,951,3651,24893,110141,0,287,286,951,3651,24893,110141,0
2023-07-29,228,215,677,2452,16388,74746,0,228,215,677,2452,16388,74746,0
2023-07-30,54,45,132,385,2541,14439,0,54,45,132,385,2541,14439,0
2023-07-31,128,129,367,1568,12576,58623,0,128,129,367,1568,12576,58623,0
2023-08-01,198,195,393,1397,11269,51779,0,198,195,393,1397,11269,51779,0
2023-08-02,164,136,352,1373,9602,42371,0,164,136,352,1373,9602,42371,0
2023-08-03,122,129,352,1244,9122,38828,0,122,129,352,1244,9122,38828,0
2023-08-04,285,243,585,2149,15800,66607,0,285,243,585,2149,15800,66607,0
2023-08-05,289,212,538,1586,11377,45612,0,289,212,538,1586,11377,45612,0
2023-08-06,27,40,67,267,1985,8706,0,27,40,67,267,1985,8706,0
2023-08-07,166,75,337,1307,9896,41147,0,166,75,337,1307,9896,41147,0
2023-08-08,185,181,419,1394,10416,43692,0,185,181,419,1394,10416,43692,0
2023-08-09,137,144,313,1269,8599,33988,0,137,144,313,1269,8599,33988,0
2023-08-10,125,162,349,1144,8741,31416,0,125,162,349,1144,8741,31416,0
2023-08-11,12,14,41,170,1025,3639,0,12,14,41,170,1025,3639,0
2023-08-12,92,108,225,765,4871,16397,0,92,108,225,765,4871,16397,0
2023-08-13,10,14,20,93,571,1990,0,10,14,20,93,571,1990,0
2023-08-14,55,54,119,469,3047,9682,0,55,54,119,469,3047,9682,0
2023-08-15,51,65,128,405,2756,8124,0,51,65,128,405,2756,8124,0
2023-08-16,78,103,190,685,4818,16489,0,78,103,190,685,4818,16489,0
2023-08-17,83,164,264,903,6085,21211,0,83,164,264,903,6085,21211,0
2023-08-18,226,359,590,1721,12147,44063,0,226,359,590,1721,12147,44063,0
2023-08-19,189,283,476,1448,8005,30960,0,189,283,476,1448,8005,30960,0
2023-08-20,41,35,64,206,1092,5229,0,41,35,64,206,1092,5229,0
2023-08-21,113,179,295,915,7265,28613,0,113,179,295,915,7265,28613,0
2023-08-22,149,234,438,1266,8577,31759,0,149,234,438,1266,8577,31759,0
2023-08-23,126,199,354,1091,7494,27068,0,126,199,354,1091,7494,27068,0
2023-08-24,124,163,290,950,6836,21861,0,124,163,290,950,6836,21861,0
2023-08-25,238,374,663,1857,11656,40582,0,238,374,663,1857,11656,40582,0
2023-08-26,197,311,463,1391,8585,29839,0,197,311,463,1391,8585,29839,0
2023-08-27,44,49,77,148,1459,5099,0,44,49,77,148,1459,5099,0
2023-08-28,80,177,231,826,6391,23019,0,80,177,231,826,6391,23019,0
2023-08-29,144,219,328,982,7044,24297,0,144,219,328,982,7044,24297,0
2023-08-30,95,168,325,838,6249,21562,0,95,168,325,838,6249,21562,0
2023-08-31,93,146,267,807,5323,17222,0,93,146,267,807,5323,17222,0
2023-09-01,77,76,168,403,2683,7172,0,77,76,168,403,2683,7172,0
2023-09-02,63,110,184,408,2262,5530,0,63,110,184,408,2262,5530,0
2023-09-03,13,10,14,40,274,459,0,13,10,14,40,274,459,0
2023-09-04,56,62,108,239,1862,4857,0,56,62,108,239,1862,4857,0
2023-09-05,74,81,160,341,2191,6006,0,74,81,160,341,2191,6006,0
2023-09-06,79,74,111,343,1908,4678,0,79,74,111,343,1908,4678,0
2023-09-07,76,91,113,326,1780,4643,0,76,91,113,326,1780,4643,0
2023-09-08,129,165,201,500,3205,7950,0,129,165,201,500,3205,7950,0
2023-09-09,130,164,189,506,2678,6031,0,130,164,189,506,2678,6031,0
2023-09-10,16,40,39,52,306,647,0,16,40,39,52,306,647,0
2023-09-11,88,101,93,226,1729,4782,0,88,101,93,226,1729,4782,0
2023-09-12,67,111,175,316,2080,5402,0,67,111,175,316,2080,5402,0
2023-09-13,81,109,176,294,1955,5152,0,81,109,176,294,1955,5152,0
2023-09-14,67,109,109,235,1734,4268,0,67,109,109,235,1734,4268,0
2023-09-15,136,216,281,507,3291,7768,0,136,216,281,507,3291,7768,0
2023-09-16,117,225,218,476,2549,5745,0,117,225,218,476,2549,5745,0
2023-09-17,11,21,24,61,271,582,0,11,21,24,61,271,582,0
2023-09-18,6,8,6,38,107,218,0,6,8,6,38,107,218,0
2023-09-19,77,207,169,284,2079,4866,0,77,207,169,284,2079,4866,0
2023-09-20,89,26,235,1331,20741,24312,132887,89,26,235,1331,20741,24312,132887
2023-09-21,59,22,218,1211,20196,23165,131669,59,22,218,1211,20196,23165,131669
2023-09-22,106,32,362,2255,39467,39684,199664,106,32,362,2255,39467,39684,199664
2023-09-23,48,15,186,1336,25010,14985,64570,48,15,186,1336,25010,14985,64570
2023-09-24,36,12,186,1281,23099,16453,72829,36,12,186,1281,23099,16453,72829
2023-09-25,87,21,338,2078,32240,38848,230692,87,21,338,2078,32240,38848,230692
2023-09-26,120,16,349,2320,36335,44104,269731,120,16,349,2320,36335,44104,269731
2023-09-27,97,32,376,2465,35289,42658,246367,97,32,376,2465,35289,42658,246367
2023-09-28,86,38,364,2182,32085,39087,225443,86,38,364,2182,32085,39087,225443
2023-09-29,195,55,592,4066,61191,61213,323921,195,55,592,4066,61191,61213,323921
2023-09-30,208,59,815,5215,80000,55695,258006,208,59,815,5215,80000,55695,258006
2023-10-01,58,12,234,1982,30997,23785,115954,58,12,234,1982,30997,23785,115954
2023-10-02,158,46,435,2925,38822,50059,299590,158,46,435,2925,38822,50059,299590
2023-10-03,212,54,568,3419,43674,57430,333822,212,54,568,3419,43674,57430,333822
2023-10-04,242,88,586,3799,43717,54999,300151,242,88,586,3799,43717,54999,300151
2023-10-05,190,71,535,3246,40888,50495,270477,190,71,535,3246,40888,50495,270477
2023-10-06,447,147,1055,6715,83579,78404,380696,447,147,1055,6715,83579,78404,380696
2023-10-07,422,123,1106,7960,107971,66306,283465,422,123,1106,7960,107971,66306,283465
2023-10-08,52,24,318,2794,41890,23992,104604,52,24,318,2794,41890,23992,104604
2023-10-09,13,2,145,1044,15247,10254,43705,13,2,145,1044,15247,10254,43705
2023-10-10,343,84,746,4741,50386,63026,331882,343,84,746,4741,50386,63026,331882
2023-10-11,310,131,786,4822,50930,63687,324538,310,131,786,4822,50930,63687,324538
2023-10-12,257,93,789,4634,49107,59815,291419,257,93,789,4634,49107,59815,291419
2023-10-13,485,183,1276,8433,95779,90616,396204,485,183,1276,8433,95779,90616,396204
2023-10-14,449,156,1527,9640,116966,74294,298467,449,156,1527,9640,116966,74294,298467
2023-10-15,86,48,400,3060,42120,28502,120026,86,48,400,3060,42120,28502,120026
2023-10-16,257,106,830,4882,54638,65840,315319,257,106,830,4882,54638,65840,315319
2023-10-17,354,157,960,5997,57144,72425,338058,354,157,960,5997,57144,72425,338058
2023-10-18,308,139,935,5443,56267,69035,303410,308,139,935,5443,56267,69035,303410
2023-10-19,279,111,857,5076,52795,61446,268945,279,111,857,5076,52795,61446,268945
2023-10-20,534,214,1481,9031,101814,90896,359669,534,214,1481,9031,101814,90896,359669
2023-10-21,426,180,1477,10377,122814,75757,262133,426,180,1477,10377,122814,75757,262133
2023-10-22,78,59,437,3435,45591,29806,111415,78,59,437,3435,45591,29806,111415
2023-10-23,292,171,831,5253,56680,64421,280334,292,171,831,5253,56680,64421,280334
2023-10-24,392,197,1005,6418,61600,72786,305872,392,197,1005,6418,61600,72786,305872
2023-10-25,310,220,992,5770,57001,65784,268791,310,220,992,5770,57001,65784,268791
2023-10-26,259,182,782,5334,54473,61398,243069,259,182,782,5334,54473,61398,243069
2023-10-27,531,431,1421,9447,107943,89256,322821,531,431,1421,9447,107943,89256,322821
2023-10-28,424,390,1475,10803,127553,72484,240250,424,390,1475,10803,127553,72484,240250
2023-10-29,60,84,424,3575,43245,26539,101497,60,84,424,3575,43245,26539,101497
2023-10-30,234,90,759,5306,58792,61635,244774,234,90,759,5306,58792,61635,244774
2023-10-31,342,325,858,5795,58584,65629,258735,342,325,858,5795,58584,65629,258735
2023-11-01,211,216,735,4292,45437,48843,188476,211,216,735,4292,45437,48843,188476
2023-11-02,187,204,683,4758,55498,47975,170371,187,204,683,4758,55498,47975,170371
2023-11-03,44,39,207,1782,25416,11584,39578,44,39,207,1782,25416,11584,39578
2023-11-04,355,314,1097,7891,92163,48471,155057,355,314,1097,7891,92163,48471,155057
2023-11-05,43,53,286,1978,25539,14118,60600,43,53,286,1978,25539,14118,60600
2023-11-06,173,187,617,3906,44205,46541,177661,173,187,617,3906,44205,46541,177661
2023-11-07,276,255,696,4533,47811,50746,195069,276,255,696,4533,47811,50746,195069
2023-11-08,275,234,731,4345,43880,45008,163752,275,234,731,4345,43880,45008,163752
2023-11-09,197,198,596,3736,38965,39193,140891,197,198,596,3736,38965,39193,140891
2023-11-10,415,541,1134,7563,87009,63541,205090,415,541,1134,7563,87009,63541,205090
2023-11-11,329,351,1235,8691,102202,51359,145746,329,351,1235,8691,102202,51359,145746
2023-11-12,44,47,249,2296,28844,15771,56424,44,47,249,2296,28844,15771,56424
2023-11-13,149,245,552,3592,39711,38650,140923,149,245,552,3592,39711,38650,140923
2023-11-14,219,284,604,4021,39694,40708,144562,219,284,604,4021,39694,40708,144562
2023-11-15,188,202,515,3554,35317,35055,124500,188,202,515,3554,35317,35055,124500
2023-11-16,132,196,526,2940,30161,29189,103390,132,196,526,2940,30161,29189,103390
2023-11-17,283,352,804,5706,65052,44179,138373,283,352,804,5706,65052,44179,138373
2023-11-18,261,278,877,6872,76429,36106,100913,261,278,877,6872,76429,36106,100913
2023-11-19,22,38,202,1653,19406,10460,34814,22,38,202,1653,19406,10460,34814
2023-11-20,109,129,336,2158,23602,22093,81865,109,129,336,2158,23602,22093,81865
